"reviewer_id","reviewer_role","annotated_at","sample_id","visibility","quality","note","center_x","center_y","major_x","major_y","minor_x","minor_y"
"000","primary","2026-08-13T17:50:08.692Z","sub-000_b1_s1_f00010110_eye_right","可见","glasses_frame","","151.055900621118","64.85596456645447","151.055900621118","54.97942135657793","160.9937888198758","65.84361888744213"
"000","primary","2026-08-13T17:50:20.372Z","sub-000_b1_s1_f00010110_eye_left","可见","glasses_frame","","148.07453416149067","66.83127320842978","148.07453416149067","55.96707567756559","158.01242236024845","65.84361888744213"
"000","primary","2026-08-13T17:51:03.220Z","sub-002_b2_s1_f00019503_eye_right","不可见","eyelid_occlusion","","","","","","",""
"000","primary","2026-08-13T17:51:03.360Z","sub-002_b2_s1_f00019503_eye_left","不可见","glasses_frame","","","","","","",""
"000","primary","2026-08-13T17:51:03.516Z","sub-004_b3_s2_f00033858_eye_right","可见","glasses_frame","","148.07453416149067","56.95472999855324","147.08074534161491","68.8065818504051","160","55.96707567756559"
"000","primary","2026-08-13T17:51:04.256Z","sub-004_b3_s2_f00033858_eye_left","可见","glasses_frame|eyelid_occlusion","","158.01242236024845","54.97942135657793","158.01242236024845","65.84361888744213","166.95652173913044","54.97942135657793"
"000","primary","2026-08-13T17:51:07.462Z","sub-006_b4_s2_f00040780_eye_right","不可见","eyelid_occlusion","","","","","","",""
"000","primary","2026-08-13T17:51:19.926Z","sub-006_b4_s2_f00040780_eye_left","不可见","blur|glasses_frame|eyelid_occlusion","","","","","","",""
"000","primary","2026-08-13T17:51:22.964Z","sub-008_b5_s3_f00060944_eye_right","不可见","glasses_frame|eyelid_occlusion","","","","","","",""
"000","primary","2026-08-13T17:51:25.615Z","sub-008_b5_s3_f00060944_eye_left","不可见","overexposure|eyelid_occlusion","","","","","","",""
"000","primary","2026-08-13T17:51:31.501Z","sub-010_b6_s4_f00078220_eye_right","可见","blur|eyelid_occlusion","","152.0496894409938","69.79423617139275","150.06211180124222","82.63374234423225","161.98757763975155","68.8065818504051"
"000","primary","2026-08-13T17:51:37.866Z","sub-010_b6_s4_f00078220_eye_left","可见","glasses_frame","","170.93167701863354","70.7818904923804","169.93788819875778","82.63374234423225","180.8695652173913","71.76954481336806"
